pair,direction,entry_price,exit_price,position_size,pnl,pips,entry_time,exit_time,duration,reason,confidence,risk_reward,balance_before,balance_after,entry_type,optimal_entry
EURUSD=X,long,1.1712972785949707,1.1761322353363037,8949.133432191678,43.268673017064145,48.34956741333052,2025-07-07 21:00:00+01:00,2025-07-08 08:00:00+01:00,0 days 11:00:00,Take Profit,0.519582986831665,2.0,1000.0,1043.2686730170642,MARKET,1.1710972785949707
EURUSD=X,short,1.175164375114441,1.1712972785949707,9532.57174299196,36.86337500892475,38.67096519470259,2025-07-08 09:00:00+01:00,2025-07-08 14:00:00+01:00,0 days 05:00:00,Take Profit,0.5381016135215759,2.0,1043.2686730170642,1080.132048025989,MARKET,1.175364375114441
EURUSD=X,long,1.1711601879119873,1.1746120784759522,11307.132733315493,39.03098478763026,34.51890563964888,2025-07-08 16:00:00+01:00,2025-07-10 01:00:00+01:00,1 days 09:00:00,Take Profit,0.5062351822853088,2.0,1080.132048025989,1119.1630328136193,MARKET,1.1709601879119873
EURUSD=X,short,1.1740602586746216,1.1711601879119873,13032.261717549058,37.79448117806257,29.000707626343214,2025-07-10 02:00:00+01:00,2025-07-10 13:00:00+01:00,0 days 11:00:00,Take Profit,0.5454519391059875,2.0,1119.1630328136193,1156.957513991682,MARKET,1.1742602586746216
EURUSD=X,long,1.1697905923843384,1.168024334716797,20003.177044013548,-35.33076482917824,-17.6625766754146,2025-07-10 14:00:00+01:00,2025-07-10 15:00:00+01:00,0 days 01:00:00,Stop Loss,0.5169123411178589,2.0,1156.957513991682,1121.6267491625038,MARKET,1.1695905923843384
EURUSD=X,long,1.1697905923843384,1.1676149700164795,16639.389277771163,-36.201027500229536,-21.756223678588427,2025-07-10 19:00:00+01:00,2025-07-11 01:00:00+01:00,0 days 06:00:00,Stop Loss,0.5853433012962341,2.0,1121.6267491625038,1085.4257216622743,MARKET,1.1695905923843384
EURUSD=X,long,1.1680149700164795,1.169664296913147,17793.11944970119,29.346670484010236,16.493268966675245,2025-07-11 02:00:00+01:00,2025-07-11 16:00:00+01:00,0 days 14:00:00,Take Profit,0.5102408528327942,2.0,1085.4257216622743,1114.7723921462846,MARKET,1.1678149700164795
EURUSD=X,long,1.1680149700164795,1.1665250394821167,18831.657631760914,-28.057861718225876,-14.89930534362749,2025-07-14 03:00:00+01:00,2025-07-14 07:00:00+01:00,0 days 04:00:00,Stop Loss,0.516103208065033,2.0,1114.7723921462846,1086.7145304280587,MARKET,1.1678149700164795
EURUSD=X,long,1.1673334505081177,1.1643511388778687,15256.019692844653,-45.49820496127807,-29.823116302489794,2025-07-14 20:00:00+01:00,2025-07-15 14:00:00+01:00,0 days 18:00:00,Stop Loss,0.5180090069770813,2.0,1086.7145304280587,1041.2163254667805,MARKET,1.1671334505081177
EURUSD=X,long,1.16245004196167,1.15948918800354,15882.481287720084,-47.02570758566911,-29.608539581298388,2025-07-15 15:00:00+01:00,2025-07-15 17:00:00+01:00,0 days 02:00:00,Stop Loss,0.571342408657074,2.0,1041.2163254667805,994.1906178811114,MARKET,1.16225004196167
EURUSD=X,long,1.1608314182281494,1.162861261177063,15285.315853364997,31.026790606870485,20.298429489136183,2025-07-15 19:00:00+01:00,2025-07-16 07:00:00+01:00,0 days 12:00:00,Take Profit,0.5318540334701538,2.0,994.1906178811114,1025.2174084879819,MARKET,1.1606314182281494
EURUSD=X,short,1.1627259586334229,1.1578753854751587,11978.383804077032,58.10202695944272,48.50573158264204,2025-07-16 09:00:00+01:00,2025-07-16 14:00:00+01:00,0 days 05:00:00,Take Profit,0.5175243020057678,2.0,1025.2174084879819,1083.3194354474247,MARKET,1.1629259586334229
EURUSD=X,long,1.1600236560821533,1.1639442775726319,12854.160977811145,50.39629977167727,39.2062149047856,2025-07-16 15:00:00+01:00,2025-07-16 17:00:00+01:00,0 days 02:00:00,Take Profit,0.5331267714500427,2.0,1083.3194354474247,1133.715735219102,MARKET,1.1598236560821533
EURUSD=X,short,1.1640799377441406,1.1588142778396606,10653.772524449063,56.09914281344236,52.656599044800245,2025-07-16 21:00:00+01:00,2025-07-17 07:00:00+01:00,0 days 10:00:00,Take Profit,0.5417643189430237,2.0,1133.715735219102,1189.8148780325444,MARKET,1.1642799377441406
EURUSD=X,long,1.1601582433700561,1.1629964445114136,13557.086563323035,38.477738557505404,28.38201141357466,2025-07-17 16:00:00+01:00,2025-07-18 02:00:00+01:00,0 days 10:00:00,Take Profit,0.5196061134338379,2.0,1189.8148780325444,1228.2926165900499,MARKET,1.1599582433700562
EURUSD=X,short,1.1642154787063599,1.1661088134765625,18978.431111754464,-35.93252350777937,-18.933347702025927,2025-07-18 11:00:00+01:00,2025-07-18 13:00:00+01:00,0 days 02:00:00,Stop Loss,0.5467309951782227,2.0,1228.2926165900499,1192.3600930822704,MARKET,1.1644154787063599
EURUSD=X,long,1.1633964445114136,1.1669334505081177,15201.395301238932,53.76742633875232,35.370059967041456,2025-07-18 17:00:00+01:00,2025-07-21 12:00:00+01:00,2 days 19:00:00,Take Profit,0.5414482355117798,2.0,1192.3600930822704,1246.1275194210227,MARKET,1.1631964445114136
EURUSD=X,long,1.1692436601638794,1.1724078987121582,15311.28947892722,48.44857239307794,31.642385482788526,2025-07-22 04:00:00+01:00,2025-07-22 15:00:00+01:00,0 days 11:00:00,Take Profit,0.5947369933128357,2.0,1246.1275194210227,1294.5760918141007,MARKET,1.1690436601638794
EURUSD=X,short,1.1750262115478516,1.1730830337524414,19862.72532511432,38.596806808093994,19.431777954102003,2025-07-22 16:00:00+01:00,2025-07-23 11:00:00+01:00,0 days 19:00:00,Take Profit,0.562438428401947,2.0,1294.5760918141007,1333.1728986221947,MARKET,1.1752262115478516
EURUSD=X,long,1.1729453470230102,1.1753025386810303,22192.7357324926,52.31253153727535,23.571916580200636,2025-07-23 13:00:00+01:00,2025-07-23 16:00:00+01:00,0 days 03:00:00,Take Profit,0.5003550052642822,2.0,1333.1728986221947,1385.48543015947,MARKET,1.1727453470230103
EURUSD=X,short,1.177794966506958,1.1762554313659668,24683.60790605497,38.0012817778212,15.39535140991255,2025-07-24 03:00:00+01:00,2025-07-24 09:00:00+01:00,0 days 06:00:00,Take Profit,0.538597047328949,2.0,1385.48543015947,1423.4867119372914,MARKET,1.177994966506958
EURUSD=X,short,1.1753025386810303,1.1776401664733886,23064.78635228029,-53.91688560189808,-23.376277923583544,2025-07-24 10:00:00+01:00,2025-07-24 14:00:00+01:00,0 days 04:00:00,Stop Loss,0.5370268821716309,2.0,1423.4867119372914,1369.5698263353934,MARKET,1.1755025386810303
EURUSD=X,short,1.1768244836807251,1.17404672164917,15843.407187786443,44.00921493670224,27.7776203155522,2025-07-24 15:00:00+01:00,2025-07-25 10:00:00+01:00,0 days 19:00:00,Take Profit,0.5433775782585144,2.0,1369.5698263353934,1413.5790412720955,MARKET,1.177024483680725
EURUSD=X,long,1.1732204820632934,1.1757172677993775,23611.068295222427,58.951778533217194,24.967857360840284,2025-07-25 11:00:00+01:00,2025-07-28 00:00:00+01:00,2 days 13:00:00,Take Profit,0.5131877064704895,2.0,1413.5790412720955,1472.5308198053128,MARKET,1.1730204820632935
EURUSD=X,long,1.1604274179458618,1.1586828563690186,19381.89093691636,-33.81290221511007,-17.445615768432177,2025-07-28 17:00:00+01:00,2025-07-29 01:00:00+01:00,0 days 08:00:00,Stop Loss,0.558883011341095,2.0,1472.5308198053128,1438.7179175902027,MARKET,1.1602274179458618
EURUSD=X,short,1.1577434871673584,1.1533364917755127,12437.319239660392,54.8112085760978,44.06995391845747,2025-07-29 10:00:00+01:00,2025-07-29 13:00:00+01:00,0 days 03:00:00,Take Profit,0.541854739189148,2.0,1438.7179175902027,1493.5291261663006,MARKET,1.1579434871673584
