pair,direction,entry_price,exit_price,position_size,pnl,pips,entry_time,exit_time,duration,reason,confidence,risk_reward,balance_before,balance_after
EURUSD=X,long,1.0944115783691406,1.0919800136566162,9482.781524223026,-23.05799693087877,-24.3156471252437,2024-01-08 09:00:00+00:00,2024-01-09 15:00:00+00:00,1 days 06:00:00,Stop Loss,0.5131572484970093,2.0,1000.0,976.9420030691213
EURUSD=X,long,1.0928573276519775,1.0967723463058472,12925.421377410848,50.60326580168931,39.15018653869673,2024-01-09 18:00:00+00:00,2024-01-10 15:00:00+00:00,0 days 21:00:00,Take Profit,0.7208541035652161,2.0,976.9420030691213,1027.5452688708106
EURUSD=X,short,1.0960508916854859,1.0976539518356323,14696.683461073419,-23.55966759576306,-16.030601501464403,2024-01-10 16:00:00+00:00,2024-01-10 21:00:00+00:00,0 days 05:00:00,Stop Loss,0.5402195453643799,2.0,1027.5452688708106,1003.9856012750475
EURUSD=X,short,1.0982183549880982,1.096811499786377,21271.436050559274,29.925830455809926,14.068552017212355,2024-01-11 03:00:00+00:00,2024-01-11 09:00:00+00:00,0 days 06:00:00,Take Profit,0.5389391779899597,2.0,1003.9856012750475,1033.9114317308574
EURUSD=X,long,1.0954903032302856,1.0920993421554566,10534.358316888778,-35.72159900087159,-33.909610748290575,2024-01-11 17:00:00+00:00,2024-01-16 00:00:00+00:00,4 days 07:00:00,Stop Loss,0.5089731812477112,2.0,1033.9114317308574,998.1898327299858
EURUSD=X,long,1.0868022109985351,1.0849871967315674,15006.223256558036,-27.236509303955778,-18.150142669677294,2024-01-16 17:00:00+00:00,2024-01-17 14:00:00+00:00,0 days 21:00:00,Stop Loss,0.678760290145874,2.0,998.1898327299858,970.95332342603
EURUSD=X,long,1.0855049755096435,1.0875841711044312,15252.136354132974,31.71217471861372,20.791955947876417,2024-01-17 15:00:00+00:00,2024-01-17 19:00:00+00:00,0 days 04:00:00,Take Profit,0.5902292132377625,2.0,970.95332342603,1002.6654981446437
EURUSD=X,short,1.090669426727295,1.0885761644363403,16612.08458138602,34.773450228364254,20.93262290954634,2024-01-18 06:00:00+00:00,2024-01-18 08:00:00+00:00,0 days 02:00:00,Take Profit,0.5291818976402283,2.0,1002.6654981446437,1037.4389483730079
EURUSD=X,short,1.0897182558059693,1.0879841711044311,16868.269402634214,29.251007912531723,17.3408470153813,2024-01-18 10:00:00+00:00,2024-01-18 12:00:00+00:00,0 days 02:00:00,Take Profit,0.5549831986427307,2.0,1037.4389483730079,1066.6899562855397
EURUSD=X,long,1.086330142211914,1.0886501405715943,14259.011052904974,33.08088225340166,23.1999835968022,2024-01-18 14:00:00+00:00,2024-01-19 01:00:00+00:00,0 days 11:00:00,Take Profit,0.5031116604804993,2.0,1066.6899562855397,1099.7708385389412
