pair,direction,entry_price,exit_price,position_size,entry_time,exit_time,exit_reason,pnl,pnl_pct,confidence,entry_balance,exit_balance,duration_hours
USDJPY=X,sell,147.8179931640625,147.40899658203125,10.321822488182256,2024-08-19 01:00:00+01:00,2024-08-19 02:00:00+01:00,Take Profit,4.221590117999836,0.2766893077605963,0.73,1525.7510859987915,1529.9726761167913,1.0
USDJPY=X,buy,147.40899658203125,146.45799255371094,10.379099726558282,2024-08-19 02:00:00+01:00,2024-08-19 04:00:00+01:00,Stop Loss,-9.87056565029518,-0.6451465313320214,0.8,1529.9726761167913,1520.102110466496,2.0
USDJPY=X,buy,146.45799255371094,146.18600463867188,10.379099726558282,2024-08-19 04:00:00+01:00,2024-08-19 05:00:00+01:00,Stop Loss,-2.822989694609091,-0.18571053057368356,0.8,1520.102110466496,1517.279120771887,1.0
USDJPY=X,buy,145.87100219726562,146.3489990234375,10.401512966367545,2024-08-19 07:00:00+01:00,2024-08-19 11:00:00+01:00,Take Profit,4.971890185309291,0.3276846110411073,0.72,1517.279120771887,1522.2510109571963,4.0
EURUSD=X,sell,1.1039965152740479,1.1068068742752075,1378.8549056962595,2024-08-19 11:00:00+01:00,2024-08-19 15:00:00+01:00,Stop Loss,-3.875077295516648,-0.2545623072426135,0.75,1522.2510109571963,1518.3759336616797,4.0
EURUSD=X,sell,1.1068068742752075,1.1085245609283447,1371.8526410996392,2024-08-19 15:00:00+01:00,2024-08-19 19:00:00+01:00,Stop Loss,-2.3564129716878774,-0.15519298741815588,0.8,1518.3759336616797,1516.0195206899919,4.0
GBPUSD=X,buy,1.2992581129074097,1.3033391237258911,1166.834754102497,2024-08-19 19:00:00+01:00,2024-08-20 20:00:00+01:00,Take Profit,4.761865254872427,0.31410316225381724,0.73,1516.0195206899919,1520.7813859448643,25.0
GBPUSD=X,sell,1.303152322769165,1.3050400018692017,1167.002014555937,2024-08-20 23:00:00+01:00,2024-08-21 14:00:00+01:00,Stop Loss,-2.2029253125778747,-0.14485483140031946,0.75,1520.7813859448643,1518.5784606322864,15.0
EURUSD=X,sell,1.1119760274887085,1.1145787239074707,1365.6575529437002,2024-08-21 14:00:00+01:00,2024-08-21 16:00:00+01:00,Stop Loss,-3.5543920223021277,-0.2340604792209548,0.73,1518.5784606322864,1515.0240686099842,2.0
EURUSD=X,buy,1.1145787239074707,1.1124708652496338,1359.279552097172,2024-08-21 16:00:00+01:00,2024-08-22 14:00:00+01:00,Stop Loss,-2.8651691723087067,-0.18911707290151925,0.71,1515.0240686099842,1512.1588994376755,22.0
EURUSD=X,buy,1.1124708652496338,1.1107407808303833,1359.279552097172,2024-08-22 14:00:00+01:00,2024-08-22 18:00:00+01:00,Stop Loss,-2.3516683744891,-0.15551727899519102,0.8,1512.1588994376755,1509.8072310631865,4.0
